,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
1296,1607893176194:d4cdda88-d6c5-4215-a6bc-a63d1eb81e9d,1607893176194:74d120fc-f040-4406-8753-48ffca283b62,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1308,1607893176192:25684c7c-523b-4866-adc4-861ab4c35cdc,1607893176192:5cfad897-0e73-4a3a-9e5f-80674eca407f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1310,1607893176191:dee6864e-2d10-45d3-a15f-047041bfab9b,1607893176191:c73e90a5-5604-48d0-a283-2251d89ddd51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1312,1607893176191:d9b91eda-56f4-41a9-a7c4-bc69a44c8a39,1607893176191:5da90d97-40e7-4cd8-ae56-c932dd269ea9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1315,1607893176191:7f7275b4-d31e-4bc8-b87f-dafc709f34f6,1607893176191:7253fb1f-6a80-4a52-b64b-a2d7914c754b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1318,1607893176191:1598204c-d3d8-4fe1-a266-bcba53e7a4c2,1607893176191:dde92a7c-a142-4568-a8a8-861e7262f8d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1322,1607893176190:9db6d270-af8f-4252-a254-4166a3adb6ca,1607893176190:0478769c-0fca-43cc-8f11-81766f077a2d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1328,1607893176189:83a4aaee-a96c-43c6-bea3-147a520c9ad1,1607893176189:feb6e57f-ad8d-4968-8d38-a47ef9b729fc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1337,1607893176188:3b5b0fb7-dae0-461f-a4a4-fbaddf352443,1607893176188:0907c167-0606-49f4-91d2-bd1c23bd2a18,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1340,1607893176187:732ea1bd-a0c1-4084-a876-aa7c1c061a8f,1607893176187:2e1bc882-4952-48dc-b9b0-364ed98e9fac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1345,1607893176186:6a6a0656-2073-4b28-b067-db2eafb5e389,1607893176186:06045a74-08d1-40fc-9579-625c61f3cb23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1348,1607893176186:4e89fd45-2dd9-4215-982e-a2753c0e64be,1607893176186:5a73b69b-1244-4f24-8254-b666f82d4964,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1352,1607893176185:f92ab743-4915-4b42-bbcb-5b1fdb9cd3cc,1607893176185:9f3067d6-cb26-4643-80c0-ebf579c37b72,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1354,1607893176185:7cf206b0-7d9a-48c8-bbe9-6971379cc6a2,1607893176185:94c169fd-45e2-4f95-94e4-0838e1394609,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1360,1607893176184:c9f3605a-e00a-4b6e-a7e5-7d7492d39f9c,1607893176184:94f6c08d-ad2b-495a-acaf-008d0b7c2df1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1372,1607893176182:c413eb96-3a18-4d95-adea-1910383bf61a,1607893176182:e7f3a42a-1050-4e8d-a56b-9b64fa48d895,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1378,1607893176182:6f726734-78f6-4e18-85e4-3727c9e55388,1607893176182:c6046ac7-bf17-401b-9de8-702b91c0ed5b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1380,1607893176182:636580d3-a920-4b6f-97a4-1408523bd94d,1607893176182:c0319be0-dd4e-4a31-bd6b-d09b9a6a07ab,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1386,1607893176181:9a2cf91b-b9ba-4ee7-9e53-fdda2024bf9d,1607893176181:2b0049d1-b709-401d-9149-75f63b85abb7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1389,1607893176181:4b014a75-f2c0-4b04-ab8d-4be4da06c610,1607893176181:331cc3be-839b-4195-9094-c1e9e9bfb5c8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1392,1607893176180:da2faae4-2c1c-4eda-b6d4-e66479e82c68,1607893176180:246b874b-210b-4be7-8082-04bfb14b6721,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1398,1607893176179:889a8fd2-4dd5-42d3-aa12-15def201c672,1607893176179:b0bd934c-e666-4f74-ab30-725fddff5d81,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1410,1607893176177:2c1fa7cf-a9ce-4f88-8a71-f11e5f16dd12,1607893176177:fb64c1fe-79d4-4738-8aa1-2fa588c2deab,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1422,1607893176175:dd5e7b10-93dc-48ab-957f-9db510e28540,1607893176175:54107f05-c2f1-4aad-8100-3dcbb34fe78e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1424,1607893176175:bf2669f0-0255-41a7-a000-75ee5704fc1b,1607893176175:172fac92-e8e8-4fbb-8635-8b37b079747f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1431,1607893176174:befa9623-aa01-4600-acc8-ff77ed796d87,1607893176174:29c4dda8-ac65-4796-af7a-ac21fdc0d286,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1449,1607893176172:211efbd4-282c-41c2-bd25-28c56abe3723,1607893176172:210f2490-890d-4213-9368-bdc4e0874926,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1481,1607893176166:f548120e-6574-42a7-a841-157bbfc323af,1607893176166:a5e7b811-881e-4031-8f07-1b83b90e56ef,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1495,1607893176164:b2b6c8a9-104e-4734-8842-80670d0254a1,1607893176164:3f466538-e664-4d69-bfd5-37f1b6e0aa73,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1504,1607893176163:27d59955-a94b-45ab-bf76-0ec1208c5469,1607893176163:d911b13b-689d-4445-aae5-7778f77585c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1508,1607893176162:ca2a3d11-63e7-4f64-8fca-b6565f5c5d56,1607893176162:b1b6f4b5-77c8-4cca-bb6a-d6afa0da85a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1514,1607893176161:d73c218d-44c8-412b-bf80-fcee0c6ac390,1607893176161:e2e4bb56-d38f-4d06-8143-e4846473f133,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1516,1607893176161:95e03ddc-1e01-4fed-94d6-bf088c9c3fc1,1607893176161:f9ed475f-396c-41e6-991a-94987b3e3b60,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1527,1607893176160:5dcd1504-7a67-4385-8085-813142f57467,1607893176160:c26b2702-a873-4e2c-95a7-40ac477e0005,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1532,1607893176159:7fc138dc-bdbc-46d5-973d-37788c75d96d,1607893176159:7f1cb02b-b14e-4494-a720-8d7f5d753703,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1538,1607893176158:57e862ff-5ca9-45f6-8e1c-b21a899b4d64,1607893176158:8004686b-2923-4f8f-adc3-366ff0a7a398,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1541,1607893176158:2d96914e-ba48-4732-80f4-998a296f2587,1607893176158:697b0875-0ea1-42db-bd62-eb22e2322c3b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1545,1607893176157:cf20945e-3950-4a4d-8bf0-45411ccc4ae6,1607893176157:c0b3a001-0c98-4c4e-a6ac-ade66d0decca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1550,1607893176157:891dad5a-c467-45ee-a9c3-d24a91f8cdb7,1607893176157:d803a373-4690-47f1-a914-bebf3effac6d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1552,1607893176156:6f915eb5-88ae-4dcd-a0a9-4511964771ed,1607893176156:bc7e45aa-fd98-43c2-b37b-a9f9b4243c8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1560,1607893176155:69013765-fd73-463e-981f-30f4475b11b8,1607893176155:4c059710-2bae-44e4-a587-add65c7e46c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1562,1607893176155:5b256841-14b8-4202-ac09-68e3c9592774,1607893176155:502f93ed-151d-4ce4-ae6b-a406a2dbe457,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1566,1607893176154:3be1a773-b1fa-474b-b1bb-ee8a60c5d865,1607893176154:3c0ab905-1f65-43dc-b6df-c748d6192f7b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1568,1607893176154:37552857-d16d-496d-91b5-5f6c3c5e00ef,1607893176154:42f919c4-c280-43cf-b3c6-8702e5f79cc3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1573,1607893176153:2849eb16-becb-4047-a7c0-7630edfd3dfb,1607893176153:71a24b49-39aa-4b28-b93e-56720c353980,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1576,1607893176152:b0bc4472-67a8-4168-94ee-09cddc10e02f,1607893176152:0fa9fe42-ca15-4e61-a0b3-9552ef445d4b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1582,1607893176152:276fba0a-fc99-4e17-93a3-7935298c6565,1607893176152:dbb247bd-2a3f-48d8-8466-ef846bd965e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1590,1607893176151:5005c26f-2dd3-4444-acb5-28f1b533fae1,1607893176151:77af2b54-2302-461f-8d10-b770a6663ee5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1592,1607893176151:0d83146b-cdb2-42b9-9c87-fb31a20429be,1607893176151:52640fcf-7e0d-40ee-b673-d29862a1a337,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1594,1607893176150:e3e3b608-5554-4f5c-b1f8-a4ea1e61dd53,1607893176150:38d2fbd4-5449-4d82-ad33-4b1f21f8217f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1596,1607893176150:ac576e27-a0cd-4bd4-afa9-8901c505567b,1607893176150:0806db28-b431-44b0-bbb0-e4ddbaa83796,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1598,1607893176150:8228e80c-e68d-4b05-a10f-104f1b68d8a4,1607893176150:baf11b40-c9be-4fcd-8732-2e250a588a6a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1606,1607893176149:4806be68-0378-4582-87b6-9d3bfa03a4c1,1607893176149:68dd5deb-65d5-4422-afe2-b3e0be404c80,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1627,1607893176145:77f1e172-6843-424b-9d9d-54e75817ac52,1607893176145:22efc2f2-45a4-4f76-ad6f-f4840008dfd9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1632,1607893176144:b7bdd749-b6ba-4a5a-87f3-005b586f2dde,1607893176144:30809ad1-53c3-41e3-8dcd-b5e9f6d30afc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1637,1607893176143:c67d48ac-3284-43ec-9f9b-6a64006167af,1607893176143:7faaeda7-7ae4-4d0c-9e68-1d0803c5212d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1645,1607893176142:be13388b-09f1-4e62-8964-b190024e4958,1607893176142:c1efe5a8-8afe-4eb2-a8e4-fb3944edbfb7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1655,1607893176140:8c1e5417-f912-4023-a5ac-bcb397c7e295,1607893176140:c0972120-53a6-489a-b0cc-5b5e656c8921,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1659,1607893176139:fd55684e-6ff9-4b4d-b73a-b09ff8bfea36,1607893176139:bc73666c-c36f-4ccd-9054-b76ac19d9d62,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1661,1607893176139:f939f165-3838-4cca-aa16-39a4cd6082c9,1607893176139:e2c8275b-5359-44af-a423-38a420d1cef5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1663,1607893176139:580335ed-add1-405a-990d-300f75d432e5,1607893176139:48450792-bbcb-479c-9939-a087a1d15d8f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1671,1607893176138:5e171dbe-d83c-46ad-8e8a-b45f2699b589,1607893176138:19523e2f-87ce-4b8f-b421-3ccbec6f3ac3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1674,1607893176137:e0a6dff8-f6d1-4832-abed-6b03628cc6d8,1607893176137:8a266289-f06a-40f2-9738-7182571d86d5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
1676,1607893176137:be1cd475-0086-4378-b3c2-9e3667d19aa5,1607893176137:e89f2e0d-226c-4a84-9a89-4918bd4c581e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
